Transaction_ID,Items
881,"Hot Chocolate,Smoothie,Macchiato,Donut,Green Tea,Iced Coffee"
882,"Chai Latte,Omelette,Waffles,Green Tea,Fruit Parfait,Brownie"
883,"Avocado Toast,Black Coffee,Wrap,Muffin"
884,"Mocha,Smoothie,Sandwich,Tea"
885,"Espresso,Chai Latte,Omelette,Hot Chocolate,Smoothie,Cookie,Donut,Black Coffee"
886,"Sandwich,Hot Chocolate,Waffles,Smoothie,Green Tea,Bagel,Black Coffee"
887,"Wrap,Cappuccino,Granola Bowl,Tea,Donut,Green Tea,Mocha"
888,"Waffles,Cheesecake,Bagel,Mocha,Brownie"
889,"Granola Bowl,Croissant,Bagel,Fruit Parfait,Salad"
890,"Hot Chocolate,Omelette,Granola Bowl,Croissant,Donut"
891,"Waffles,Macchiato,Croissant,Iced Coffee,Salad,Fruit Parfait"
892,"Avocado Toast,Americano,Panini,Latte"
893,"Panini,Black Coffee,Macchiato,Donut"
894,"Cookie,Granola Bowl,Sandwich"
895,"Sandwich,Macchiato,Cookie,Iced Coffee,Salad"
896,"Wrap,Muffin,Croissant,Avocado Toast,Mocha"
897,"Cappuccino,Wrap,Granola Bowl,Mocha,Green Tea,Iced Coffee,Brownie"
898,"Smoothie,Espresso,Pasta"
899,"Americano,Smoothie,Sandwich,Tea"
900,"Brownie,Granola Bowl,Pasta"
901,"Cappuccino,Latte,Sandwich,Muffin,Macchiato,Tea,Salad"
902,"Americano,Muffin,Macchiato,Pasta,Brownie"
903,"Americano,Tea,Green Tea,Pasta,Brownie,Black Coffee"
904,"Espresso,Omelette,Donut,Salad,Panini"
905,"Omelette,Cheesecake,Latte,Cappuccino"
906,"Waffles,Salad,Hot Chocolate,Pasta"
907,"Green Tea,Croissant,Espresso,Sandwich"
908,"Latte,Chai Latte,Omelette,Cappuccino,Smoothie,Macchiato,Fruit Parfait"
909,"Latte,Croissant,Tea,Mocha,Brownie"
910,"Waffles,Mocha,Green Tea,Fruit Parfait,Pasta,Panini,Black Coffee"
911,"Chai Latte,Waffles,Croissant,Donut,Black Coffee"
912,"Granola Bowl,Smoothie,Cookie,Avocado Toast,Salad,Panini"
913,"Brownie,Smoothie,Black Coffee,Chai Latte"
914,"Hot Chocolate,Granola Bowl,Croissant,Green Tea,Brownie"
915,"Americano,Waffles,Macchiato,Iced Coffee,Pasta"
916,"Black Coffee,Waffles,Green Tea,Cookie"
917,"Latte,Cappuccino,Americano,Smoothie,Tea,Cheesecake"
918,"Iced Coffee,Salad,Hot Chocolate,Chai Latte"
919,"Granola Bowl,Macchiato,Cookie,Fruit Parfait,Salad"
920,"Chai Latte,Waffles,Muffin,Donut,Green Tea"
921,"Omelette,Black Coffee,Granola Bowl,Wrap"
922,"Chai Latte,Omelette,Smoothie,Donut,Salad"
923,"Panini,Macchiato,Wrap"
924,"Latte,Green Tea,Cheesecake,Fruit Parfait,Panini"
925,"Brownie,Cheesecake,Muffin"
926,"Avocado Toast,Americano,Fruit Parfait,Espresso"
927,"Cheesecake,Granola Bowl,Green Tea"
928,"Hot Chocolate,Smoothie,Waffles,Donut,Cheesecake"
929,"Americano,Muffin,Macchiato,Green Tea,Iced Coffee"
930,"Iced Coffee,Macchiato,Wrap,Hot Chocolate"
931,"Americano,Fruit Parfait,Latte"
932,"Cappuccino,Cheesecake,Bagel,Salad,Iced Coffee,Fruit Parfait"
933,"Espresso,Sandwich,Smoothie,Macchiato,Donut,Panini"
934,"Cappuccino,Chai Latte,Omelette,Americano,Muffin,Macchiato,Smoothie"
935,"Latte,Sandwich,Granola Bowl,Mocha,Iced Coffee"
936,"Green Tea,Espresso,Chai Latte"
937,"Espresso,Sandwich,Smoothie,Iced Coffee,Brownie"
938,"Hot Chocolate,Smoothie,Cookie,Tea,Green Tea"
939,"Sandwich,Wrap,Croissant,Salad,Brownie"
940,"Hot Chocolate,Avocado Toast,Salad,Pasta,Black Coffee"
941,"Americano,Salad,Panini,Donut"
942,"Chai Latte,Tea,Salad,Brownie,Panini,Black Coffee"
943,"Latte,Sandwich,Chai Latte,Waffles,Muffin,Iced Coffee,Fruit Parfait,Black Coffee"
944,"Panini,Iced Coffee,Wrap,Donut"
945,"Waffles,Croissant,Pasta"
946,"Macchiato,Cookie,Tea,Bagel,Iced Coffee,Fruit Parfait"
947,"Wrap,Hot Chocolate,Granola Bowl,Cookie,Mocha"
948,"Sandwich,Chai Latte,Croissant,Tea,Avocado Toast,Cheesecake,Pasta,Brownie"
949,"Granola Bowl,Fruit Parfait,Latte,Tea"
950,"Brownie,Americano,Cappuccino"
951,"Brownie,Muffin,Latte"
952,"Latte,Smoothie,Granola Bowl,Tea,Avocado Toast"
953,"Latte,Chai Latte,Omelette,Granola Bowl,Macchiato,Cookie,Pasta"
954,"Espresso,Latte,Hot Chocolate,Muffin,Mocha,Bagel,Fruit Parfait"
955,"Americano,Mocha,Salad,Cappuccino"
956,"Cheesecake,Donut,Wrap,Tea"
957,"Sandwich,Waffles,Donut,Avocado Toast,Iced Coffee,Pasta,Brownie"
958,"Croissant,Espresso,Sandwich,Pasta"
959,"Espresso,Cookie,Donut,Avocado Toast,Cheesecake,Brownie"
960,"Latte,Chai Latte,Wrap,Mocha,Pasta"
961,"Avocado Toast,Green Tea,Waffles"
962,"Muffin,Croissant,Sandwich"
963,"Smoothie,Waffles,Iced Coffee,Sandwich"
964,"Green Tea,Fruit Parfait,Cheesecake"
965,"Cappuccino,Sandwich,Chai Latte,Bagel,Salad"
966,"Espresso,Chai Latte,Waffles,Granola Bowl,Mocha,Brownie"
967,"Omelette,Iced Coffee,Salad,Avocado Toast"
968,"Sandwich,Wrap,Smoothie,Donut,Avocado Toast,Mocha"
969,"Sandwich,Muffin,Macchiato,Cookie,Pasta,Black Coffee"
970,"Latte,Americano,Cheesecake,Fruit Parfait,Salad"
971,"Wrap,Sandwich,Hot Chocolate,Smoothie,Black Coffee"
972,"Mocha,Fruit Parfait,Espresso"
973,"Omelette,Granola Bowl,Macchiato,Croissant,Green Tea,Cheesecake,Iced Coffee,Black Coffee"
974,"Cappuccino,Hot Chocolate,Green Tea,Iced Coffee,Bagel,Panini"
975,"Chai Latte,Omelette,Americano,Salad,Black Coffee"
976,"Sandwich,Wrap,Donut,Avocado Toast,Cheesecake,Salad,Pasta"
977,"Wrap,Cappuccino,Latte,Sandwich"
978,"Wrap,Waffles,Macchiato,Cheesecake,Green Tea,Salad"
979,"Hot Chocolate,Omelette,Cookie,Salad,Black Coffee"
980,"Espresso,Croissant,Iced Coffee,Pasta,Black Coffee"
981,"Americano,Black Coffee,Waffles,Sandwich"
982,"Omelette,Mocha,Muffin"
983,"Sandwich,Latte,Omelette,Waffles,Macchiato,Cheesecake,Pasta"
984,"Brownie,Iced Coffee,Tea"
985,"Croissant,Panini,Fruit Parfait"
986,"Panini,Mocha,Macchiato"
987,"Latte,Chai Latte,Hot Chocolate,Macchiato,Donut,Avocado Toast,Tea,Green Tea,Black Coffee"
988,"Espresso,Sandwich,Tea,Bagel,Fruit Parfait"
989,"Fruit Parfait,Wrap,Chai Latte"
990,"Omelette,Espresso,Sandwich,Pasta"
991,"Brownie,Americano,Green Tea,Salad"
992,"Americano,Waffles,Sandwich,Cookie"
993,"Omelette,Granola Bowl,Cookie,Brownie"
994,"Omelette,Smoothie,Croissant,Espresso"
995,"Espresso,Wrap,Cookie,Fruit Parfait,Pasta"
996,"Granola Bowl,Cookie,Cheesecake,Fruit Parfait,Brownie,Panini"
997,"Wrap,Muffin,Cappuccino,Avocado Toast"
998,"Brownie,Muffin,Macchiato,Tea"
999,"Wrap,Sandwich,Waffles,Croissant,Smoothie,Cookie,Tea,Avocado Toast,Cheesecake"
1000,"Hot Chocolate,Omelette,Smoothie,Muffin,Cheesecake"
